emp_no,first_name,last_name,birth_date,from_date,to_date,title
475868,Taiji,Molenkamp,1954-05-18,1988-05-07,9999-01-01,Engineer
475869,Khue,Nyrup,1953-07-19,1995-08-15,9999-01-01,Engineer
475871,Ziya,Demke,1954-08-16,1988-04-21,9999-01-01,Engineer
475880,Szabolcs,Tetzlaff,1953-01-01,1997-06-14,9999-01-01,Senior Staff
475882,Duke,Marzano,1954-01-12,1990-08-22,9999-01-01,Engineer
475883,Tomofumi,Lorcy,1954-07-11,1995-10-27,9999-01-01,Senior Staff
475886,Adam,Vecchio,1954-09-02,1992-01-12,9999-01-01,Senior Staff
475897,Manibrata,Iacovou,1953-10-19,1997-02-15,9999-01-01,Engineer
475899,Dayanand,Zumaque,1952-04-02,1995-04-17,9999-01-01,Senior Staff
475905,Steen,Anick,1953-03-17,1990-06-30,9999-01-01,Senior Engineer
475907,Mrinalini,Speek,1952-05-15,1997-09-01,9999-01-01,Engineer
475917,Urs,Narahari,1952-12-27,1987-08-02,9999-01-01,Senior Staff
475933,Yechiam,Streng,1952-11-26,1988-04-18,9999-01-01,Technique Leader
475934,Arch,Munoz,1952-03-19,1987-08-29,9999-01-01,Technique Leader
475936,Zeydy,Breugel,1952-06-30,1989-04-25,9999-01-01,Senior Staff
475947,Kwangjo,Chimia,1953-10-19,1988-09-11,9999-01-01,Assistant Engineer
475949,Stamatina,Kitsuregawa,1954-09-24,2000-07-12,9999-01-01,Engineer
475955,Peternela,Jayawardene,1953-11-29,1992-11-09,9999-01-01,Senior Staff
475957,Yishay,Schapiro,1954-12-05,1988-10-24,9999-01-01,Senior Staff
475961,Udaiprakash,Gustavson,1953-08-12,1985-05-07,9999-01-01,Engineer
475962,Rasiah,Steenbeek,1953-11-18,1987-01-24,9999-01-01,Senior Staff
475967,Francesca,Merle,1953-07-22,1998-07-13,9999-01-01,Senior Staff
475972,Huican,Zambonelli,1952-12-06,1986-05-16,9999-01-01,Senior Staff
475997,Ramachenga,Kitsuregawa,1952-08-09,1990-09-12,9999-01-01,Engineer
476000,Remko,Eickenmeyer,1953-04-14,1991-06-01,9999-01-01,Senior Engineer
476008,Uriel,Puoti,1952-09-13,1986-01-21,9999-01-01,Senior Staff
476011,Jackson,Unno,1955-01-01,1990-03-25,9999-01-01,Engineer
476028,Khalil,Docker,1954-07-15,1999-03-06,9999-01-01,Assistant Engineer
476035,Uzi,Marsiglia,1952-08-01,1998-09-03,9999-01-01,Engineer
476036,Janalee,Murthy,1952-09-07,1988-07-20,9999-01-01,Engineer
476039,Heather,Vecchi,1954-08-10,1993-12-27,9999-01-01,Senior Staff
476042,Constantijn,Uhrig,1953-05-13,2002-01-04,9999-01-01,Staff
476043,Mohua,Itzigehl,1954-11-10,1993-01-30,9999-01-01,Senior Engineer
476045,Tiina,Lorys,1953-05-13,1996-07-03,9999-01-01,Staff
476046,Elrique,Conde,1953-03-01,1999-01-06,9999-01-01,Staff
476047,Khoa,Gimbel,1952-08-31,1990-06-28,9999-01-01,Senior Staff
476057,Charlene,Perna,1954-06-29,1985-02-06,9999-01-01,Engineer
476063,JoAnne,Serna,1953-11-09,1991-04-20,9999-01-01,Engineer
476066,Radoslaw,Hoogerwoord,1953-09-22,1998-08-04,9999-01-01,Staff
476072,Paris,Linnainmaa,1952-06-17,1996-04-06,9999-01-01,Technique Leader
476074,Margo,Ballarin,1953-02-10,1989-09-07,9999-01-01,Assistant Engineer
476079,Tetsushi,Zobel,1954-04-29,1990-10-12,9999-01-01,Technique Leader
476080,Gudjon,Kowalchuk,1953-03-05,1997-04-02,9999-01-01,Senior Engineer
476082,Youngkon,Vesna,1953-12-20,2002-04-26,9999-01-01,Engineer
476083,Chiradeep,Garigliano,1953-02-08,1993-12-21,9999-01-01,Engineer
476093,Marsha,Berztiss,1954-12-11,1994-09-08,9999-01-01,Assistant Engineer
476094,Kellyn,Schaar,1952-11-16,1996-08-19,9999-01-01,Staff
476097,Arnould,Raoux,1952-05-13,1990-05-02,9999-01-01,Engineer
476105,Flemming,Stamatiou,1954-07-20,1985-08-20,9999-01-01,Engineer
476106,Guiseppe,Mitsuhashi,1954-04-28,1986-09-21,9999-01-01,Senior Staff
476115,Fuqing,Boissier,1952-10-30,1989-09-17,9999-01-01,Senior Staff
476117,Fumiko,Zucker,1952-12-22,1995-12-18,9999-01-01,Engineer
476121,Behnaam,Chimia,1953-12-04,1994-11-24,9999-01-01,Engineer
476124,Selwyn,Janetzko,1954-01-16,1989-11-22,9999-01-01,Senior Staff
476129,Toshiko,Keirsey,1952-08-26,1992-11-12,9999-01-01,Engineer
476132,Toney,Pardalos,1954-01-09,1989-08-01,9999-01-01,Senior Staff
476146,Masali,Legleitner,1952-04-26,1998-02-15,9999-01-01,Senior Staff
476147,Howell,Farrag,1952-10-19,1993-03-07,9999-01-01,Engineer
476158,Bodh,Serre,1952-10-09,1986-04-24,9999-01-01,Engineer
476164,Remco,Bale,1952-08-03,1994-01-05,9999-01-01,Senior Staff
476165,Mads,Demke,1952-07-15,1998-03-19,9999-01-01,Senior Staff
476166,Subhada,Quittner,1952-03-16,1988-10-28,9999-01-01,Senior Staff
476174,Oddvar,Swick,1952-04-30,1994-05-05,9999-01-01,Senior Staff
476178,Piyawadee,Chimia,1954-10-29,1987-12-08,9999-01-01,Senior Staff
476180,Basant,Lueh,1952-03-23,1999-11-25,9999-01-01,Senior Staff
476181,Younwoo,Zumaque,1954-01-25,1990-11-11,9999-01-01,Engineer
476184,Shahid,Hofman,1954-08-20,1993-04-23,9999-01-01,Senior Staff
476194,Juyoung,Ruther,1953-11-28,1990-01-16,9999-01-01,Senior Engineer
476203,Ohad,Mateescu,1954-07-02,1992-02-15,9999-01-01,Senior Staff
476211,Valeri,Sessa,1954-09-11,1995-01-27,9999-01-01,Engineer
476222,Kristian,Mellouli,1953-06-30,1986-07-20,9999-01-01,Senior Staff
476224,Alejandra,dAstous,1954-09-29,1999-08-26,9999-01-01,Senior Staff
476244,Shem,Krone,1953-08-29,1989-08-14,9999-01-01,Senior Engineer
476255,Domenick,Plesums,1954-08-17,1996-11-07,9999-01-01,Staff
476280,Geraldo,Pusterhofer,1952-11-06,1997-03-11,9999-01-01,Senior Engineer
476282,Ohad,Mullainathan,1954-07-11,1999-02-24,9999-01-01,Senior Engineer
476285,Sungwon,Kusalik,1953-06-12,1993-03-26,9999-01-01,Engineer
476289,Susanta,Doering,1953-07-25,1992-11-05,9999-01-01,Engineer
476290,Roded,Junot,1953-08-30,1995-11-13,9999-01-01,Senior Staff
476294,Marsha,Famili,1952-03-29,1991-07-29,9999-01-01,Engineer
476298,Subhada,Emmart,1954-10-22,1996-05-24,9999-01-01,Staff
476304,Christ,Zuberek,1953-02-05,1999-03-25,9999-01-01,Staff
476309,Tsz,Vadhan,1954-12-09,1990-07-05,9999-01-01,Senior Staff
476311,Mihalis,McFarlan,1952-11-05,1987-10-09,9999-01-01,Engineer
476315,Sushant,Angelopoulos,1954-01-09,1987-11-24,9999-01-01,Technique Leader
476317,Hideo,Anandan,1953-04-12,1993-04-20,9999-01-01,Engineer
476319,Toshimi,Hiyoshi,1953-06-13,1986-10-09,9999-01-01,Senior Staff
476329,Oldrich,Vilarrasa,1952-06-21,1988-03-14,9999-01-01,Engineer
476333,Shushma,Plessier,1953-01-23,1997-11-06,9999-01-01,Technique Leader
476338,Sukumar,Rissland,1952-02-28,1999-12-04,9999-01-01,Staff
476345,Mang,Gubsky,1952-05-30,1998-03-28,9999-01-01,Engineer
476347,Bojan,Morrow,1952-04-18,1993-11-09,9999-01-01,Senior Staff
476353,Mads,Veeraraghavan,1953-02-24,1987-09-21,9999-01-01,Senior Staff
476354,Arto,Vidal,1954-05-16,1988-01-07,9999-01-01,Engineer
476358,Demos,Barriga,1953-03-27,1996-05-23,9999-01-01,Senior Staff
476364,Yongmao,Takanami,1953-01-01,1986-06-09,9999-01-01,Senior Staff
476366,Sigeru,Kobara,1953-11-21,1992-12-03,9999-01-01,Senior Staff
476367,Jiang,Desikan,1952-08-04,1998-02-03,9999-01-01,Technique Leader
476369,Taegyun,Sessa,1954-07-14,1990-05-07,9999-01-01,Engineer
476371,Poorav,Mikschl,1953-12-01,1997-11-20,9999-01-01,Engineer
476377,Gro,Azuma,1954-08-18,1997-11-21,9999-01-01,Staff
476380,Janalee,Serot,1954-02-24,1998-09-19,9999-01-01,Engineer
476393,Radhika,Benaini,1952-10-31,1997-05-29,9999-01-01,Senior Staff
476394,Susanne,Pillow,1953-11-17,1994-05-23,9999-01-01,Senior Staff
476410,Akemi,Gunderson,1953-11-02,1996-06-27,9999-01-01,Staff
476414,Marjo,Luft,1954-10-30,1998-06-07,9999-01-01,Staff
476416,Marko,Fordan,1952-11-14,1995-05-10,9999-01-01,Staff
476423,Kristof,Iisaka,1954-07-15,1988-09-22,9999-01-01,Engineer
476443,Ziya,Asmuth,1952-08-27,1998-02-11,9999-01-01,Staff
476447,Goncalo,Aingworth,1952-11-20,1996-05-19,9999-01-01,Staff
476449,Tamiya,Tyugu,1953-06-04,1992-10-20,9999-01-01,Engineer
476454,Fatemeh,Baca,1953-05-02,1986-02-20,9999-01-01,Engineer
476459,Yucel,Rosis,1952-12-25,1991-01-01,9999-01-01,Senior Engineer
476468,Sasan,Zlotek,1954-08-15,1994-11-14,9999-01-01,Staff
476472,Sverrir,Sewelson,1954-02-11,2001-11-23,9999-01-01,Engineer
476474,Christ,Cherinka,1953-03-20,1989-04-15,9999-01-01,Senior Staff
476477,Hugh,Bernini,1953-07-15,1995-06-13,9999-01-01,Senior Staff
476478,Rosli,Perez,1954-06-10,1986-03-26,9999-01-01,Engineer
476489,Renee,Gronowski,1952-12-19,1993-06-09,9999-01-01,Assistant Engineer
476492,Gully,Dichev,1954-03-25,1996-04-11,9999-01-01,Senior Staff
476495,Lijia,Honiden,1952-08-25,1988-09-24,9999-01-01,Engineer
476499,Jianhao,Nitto,1952-07-26,1990-10-11,9999-01-01,Engineer
476503,Edwin,Peek,1954-03-15,1996-01-27,9999-01-01,Senior Engineer
476509,Mizuhito,Kornyak,1954-07-12,1985-08-22,9999-01-01,Senior Staff
476510,Alagu,Gimarc,1953-10-01,1989-03-29,9999-01-01,Senior Staff
476515,Jenwei,Bellone,1953-09-01,1989-10-29,9999-01-01,Senior Staff
476526,Stabislas,Theuretzbacher,1954-09-08,1989-09-02,9999-01-01,Senior Staff
476533,Xumin,Penn,1952-06-21,1988-04-06,9999-01-01,Technique Leader
476542,Huei,Tempesti,1953-06-09,1990-04-10,9999-01-01,Senior Staff
476545,Adin,Adachi,1954-08-23,1997-07-05,9999-01-01,Staff
476546,Syozo,Denis,1953-09-09,1996-03-14,9999-01-01,Senior Staff
476558,Christoper,Chelton,1954-01-11,1998-07-08,9999-01-01,Senior Staff
476569,Aiichiro,Willoner,1953-04-23,1990-10-18,9999-01-01,Senior Staff
476572,Dharmaraja,Pollacia,1954-09-06,1991-03-10,9999-01-01,Senior Staff
476587,Sukumar,Huhdanpaa,1952-04-28,1986-04-03,9999-01-01,Engineer
476601,Juyoung,Zschoche,1952-09-09,1997-01-17,9999-01-01,Senior Staff
476603,Conrado,Bodoff,1952-12-31,1999-02-23,9999-01-01,Senior Engineer
476618,Achilleas,Kawashimo,1954-06-06,1985-12-16,9999-01-01,Senior Staff
476621,Janalee,Terlouw,1952-10-01,1986-02-07,9999-01-01,Engineer
476628,Hinrich,Plesums,1953-04-24,1986-05-23,9999-01-01,Senior Staff
476640,Kazuhide,Greibach,1952-11-18,1991-12-25,9999-01-01,Senior Engineer
476668,Hailing,Demri,1954-06-17,1991-05-02,9999-01-01,Engineer
476671,KayLiang,Winter,1953-11-16,1999-01-07,9999-01-01,Senior Staff
476683,Surveyors,Collavizza,1954-02-17,1998-08-22,9999-01-01,Engineer
476701,Guadalupe,Gimarc,1952-10-22,1998-09-25,9999-01-01,Staff
476725,Tremaine,Maccarone,1954-06-03,1990-05-07,9999-01-01,Engineer
476733,Nechama,Bach,1952-10-08,1995-12-22,9999-01-01,Engineer
476735,Eric,Spieker,1952-10-06,1993-02-16,9999-01-01,Engineer
476761,Baziley,Morrey,1954-07-01,1986-05-20,9999-01-01,Engineer
476766,Anneli,Thiria,1954-08-18,1994-05-05,9999-01-01,Senior Staff
476770,Owen,Deverell,1953-08-30,1999-08-16,9999-01-01,Senior Staff
476771,Naftali,Coney,1953-12-31,1993-12-24,9999-01-01,Senior Staff
476783,Gino,Leaver,1954-08-12,1989-08-23,9999-01-01,Engineer
476798,Bouchung,Maierhofer,1954-08-21,1990-08-07,9999-01-01,Senior Staff
476807,Peer,Pusterhofer,1953-03-02,1994-07-06,9999-01-01,Senior Engineer
476812,Bartek,Nergos,1952-03-07,1995-04-20,9999-01-01,Senior Staff
476819,Jianhao,Pehl,1954-05-26,1986-11-22,9999-01-01,Engineer
476822,Yongqiao,Merli,1952-05-27,1996-09-17,9999-01-01,Senior Staff
476824,Lokesh,Danecki,1954-05-10,1989-01-26,9999-01-01,Senior Staff
476825,Hiroyasu,Kitsuregawa,1952-08-15,1985-06-15,9999-01-01,Senior Staff
476829,Rosita,Godskesen,1953-02-25,1985-09-19,9999-01-01,Engineer
476835,Ashish,Iivonen,1953-05-17,1994-12-02,9999-01-01,Senior Staff
476847,Shalesh,Babb,1952-12-05,1998-05-31,9999-01-01,Senior Staff
476848,Jaideep,Slaats,1952-04-15,1997-04-24,9999-01-01,Engineer
476880,Mandell,Smeets,1952-09-05,1997-12-06,9999-01-01,Staff
476886,Constantine,Kawashima,1953-06-05,2001-02-06,9999-01-01,Senior Staff
476894,Serap,Grospietsch,1953-10-12,1986-03-20,9999-01-01,Senior Engineer
476897,Dante,Escriba,1954-07-25,1993-03-02,9999-01-01,Engineer
476916,Kinh,Dayana,1953-01-06,1992-02-23,9999-01-01,Engineer
476922,Idoia,Kobuchi,1954-08-27,1997-06-27,9999-01-01,Engineer
476926,Mohd,Borovoy,1954-07-06,1995-07-24,9999-01-01,Engineer
476933,Mayuri,Kobara,1952-07-05,1998-09-15,9999-01-01,Senior Staff
476935,Emdad,Magliocco,1953-09-11,1994-03-28,9999-01-01,Assistant Engineer
476936,Chikara,Kitsuregawa,1953-11-11,1991-04-01,9999-01-01,Senior Staff
476950,Gou,Flasterstein,1952-03-16,1994-01-23,9999-01-01,Senior Staff
476954,Djelloul,Talmon,1954-03-02,2001-03-28,9999-01-01,Staff
476967,Gretta,Conry,1954-10-07,1989-07-07,9999-01-01,Technique Leader
476969,Moss,Herber,1954-01-31,1990-08-31,9999-01-01,Technique Leader
476971,Heeju,Heystek,1954-03-19,1991-04-29,9999-01-01,Senior Staff
476976,Yongdong,Azuma,1953-03-31,1999-03-31,9999-01-01,Staff
476983,Ziyad,Molberg,1953-05-08,1990-05-05,9999-01-01,Engineer
476987,Margareta,Cheshire,1954-03-13,1994-04-03,9999-01-01,Engineer
476997,Bowen,Gente,1952-06-02,1985-09-28,9999-01-01,Senior Staff
476998,Xinan,Uhrig,1952-05-12,1999-07-17,9999-01-01,Staff
477013,Kristina,Peng,1952-10-25,1989-08-03,9999-01-01,Assistant Engineer
477017,Achilleas,Matteis,1953-10-31,1998-08-11,9999-01-01,Engineer
477026,Xiaoshan,Rusterholz,1953-11-29,1992-07-09,9999-01-01,Senior Staff
477030,Alois,Siksek,1953-07-09,1985-04-22,9999-01-01,Technique Leader
477037,Zhaofang,Montresor,1953-05-17,1991-05-24,9999-01-01,Engineer
477040,Lijia,Morton,1952-09-14,1997-10-19,9999-01-01,Technique Leader
477051,Carrsten,Decaestecker,1954-06-23,1999-09-06,9999-01-01,Staff
477052,Adit,Denti,1952-11-15,1989-07-06,9999-01-01,Engineer
477054,Arup,Emiris,1952-12-16,1986-06-18,9999-01-01,Technique Leader
477059,Ohad,Parveen,1953-07-17,1992-05-14,9999-01-01,Senior Staff
477065,Ult,Brickell,1954-02-28,1989-10-14,9999-01-01,Engineer
477072,Salvador,Mandelberg,1954-01-15,1991-11-09,9999-01-01,Engineer
477076,Yifei,Shiratori,1953-01-25,1996-11-24,9999-01-01,Engineer
477078,Constantino,Gelosh,1954-01-15,1992-11-23,9999-01-01,Senior Staff
477081,Aria,Cannata,1952-12-19,1987-03-30,9999-01-01,Senior Staff
477092,Bokyung,Pena,1954-03-08,1991-04-16,9999-01-01,Engineer
477096,Aleksander,Puppe,1953-05-21,1996-10-23,9999-01-01,Engineer
477115,Alassane,Velasco,1954-05-09,1991-05-17,9999-01-01,Engineer
477118,Hatim,Hutton,1952-10-11,1999-10-01,9999-01-01,Senior Engineer
477133,Chikara,Gubsky,1952-02-24,1987-02-18,9999-01-01,Senior Staff
477135,Gilbert,Vrecion,1954-08-07,1997-10-30,9999-01-01,Engineer
477140,Christfried,Murrill,1953-06-20,1988-12-03,9999-01-01,Senior Staff
477142,Mrinalini,Stenning,1953-11-16,1986-08-22,9999-01-01,Senior Staff
477144,Augustine,Pramanik,1954-12-29,1987-02-19,9999-01-01,Senior Staff
477149,Frederique,Yeung,1954-03-19,1996-04-15,9999-01-01,Senior Staff
477153,Gaurav,Stellhorn,1952-07-17,1995-05-28,9999-01-01,Senior Staff
477155,Xiaoqiang,Wallrath,1954-02-24,1991-09-05,9999-01-01,Senior Staff
477156,Vivian,Daescu,1954-06-24,1993-07-18,9999-01-01,Senior Engineer
477160,Florian,Streit,1952-02-12,1990-03-23,9999-01-01,Engineer
477163,Tesuya,Osgood,1952-07-27,1991-03-26,9999-01-01,Senior Staff
477172,Xinan,McAffer,1954-04-20,1994-07-14,9999-01-01,Senior Engineer
477174,Matk,Maksimenko,1953-10-12,1994-06-03,9999-01-01,Engineer
477179,Tetsurou,Litzler,1954-07-26,1998-07-02,9999-01-01,Engineer
477181,Luise,Vasanthakumar,1952-08-03,1990-07-09,9999-01-01,Engineer
477191,Ronnie,Frezza,1953-01-04,1994-10-02,9999-01-01,Engineer
477193,Gay,Bahl,1954-05-02,1996-03-15,9999-01-01,Senior Staff
477199,Xinan,Paciorek,1954-07-31,1997-08-04,9999-01-01,Engineer
477203,Kshitij,Vigier,1952-04-17,1998-04-07,9999-01-01,Staff
477206,Adil,Albarhamtoshy,1953-12-18,1999-11-30,9999-01-01,Staff
477208,Sivanarayana,Cannane,1954-10-01,1991-09-18,9999-01-01,Senior Engineer
477214,Pasqua,Szilard,1953-03-15,1993-07-17,9999-01-01,Senior Staff
477216,Kristian,Falck,1954-11-23,1991-03-11,9999-01-01,Senior Staff
477221,Berni,Jumpertz,1952-10-20,1989-10-03,9999-01-01,Engineer
477223,Theron,Kisuki,1954-05-20,1990-07-16,9999-01-01,Senior Staff
477232,Dipayan,Zielinski,1952-09-03,1991-04-17,9999-01-01,Engineer
477238,Bangqing,Rathonyi,1952-06-22,1988-12-11,9999-01-01,Senior Staff
477244,Tokuyasu,Navazio,1953-03-03,1993-10-09,9999-01-01,Senior Staff
477246,Mara,Zeilberger,1953-04-23,1987-06-27,9999-01-01,Senior Staff
477255,Serenella,Juneja,1952-05-01,1985-06-17,9999-01-01,Senior Staff
477259,Masaki,Kaminger,1954-04-08,1993-01-11,9999-01-01,Senior Engineer
477264,Marit,Escriba,1953-01-29,1989-04-23,9999-01-01,Engineer
477271,Susanna,Gyimothy,1953-03-11,1992-03-07,9999-01-01,Senior Staff
477274,Michaela,Crabtree,1953-11-08,1999-01-17,9999-01-01,Technique Leader
477275,Sachio,Marletta,1954-10-22,1988-11-16,9999-01-01,Senior Staff
477280,Tse,Kinley,1952-05-05,1993-12-03,9999-01-01,Senior Staff
477281,Mart,Lorcy,1954-09-19,1992-01-05,9999-01-01,Senior Staff
477291,Hidekazu,Gilg,1953-02-22,1985-12-29,9999-01-01,Senior Staff
477296,Abdelkader,Rohrbach,1952-03-02,1999-06-14,9999-01-01,Senior Staff
477297,Shirish,Luby,1952-05-31,1994-03-28,9999-01-01,Engineer
477298,Zengping,Denny,1953-12-02,1987-04-11,9999-01-01,Senior Staff
477302,Chenxi,Budinsky,1954-05-07,2000-10-26,9999-01-01,Senior Staff
477305,Diederik,Quaggetto,1952-07-15,1991-07-19,9999-01-01,Technique Leader
477307,Zhenhua,Tanemo,1954-06-06,1990-01-15,9999-01-01,Senior Engineer
477309,Steve,Simmel,1954-06-11,1987-12-07,9999-01-01,Senior Staff
477311,Sergi,Ecklund,1952-08-02,1993-10-05,9999-01-01,Senior Staff
477314,Premal,Hanratty,1952-03-21,1986-09-08,9999-01-01,Senior Staff
477326,Yuriy,Khalid,1954-11-14,1997-01-22,9999-01-01,Senior Staff
477337,Margareta,Osgood,1952-12-25,1985-04-09,9999-01-01,Senior Staff
477345,Aleksander,Linares,1954-03-27,1986-05-16,9999-01-01,Senior Staff
477347,Dinah,Nanard,1952-02-29,1993-08-28,9999-01-01,Engineer
477356,Conor,Schlumberger,1953-09-10,1995-08-18,9999-01-01,Staff
477358,Minghong,Siegrist,1952-08-28,1985-05-21,9999-01-01,Senior Staff
477366,Kyoichi,Azadmanesh,1953-07-03,1998-06-19,9999-01-01,Engineer
477370,Odinaldo,Badache,1954-03-29,1995-04-26,9999-01-01,Engineer
477371,Kyoichi,Asrin,1954-09-10,1991-06-26,9999-01-01,Senior Staff
477379,Qingxiang,Cooley,1952-08-25,1989-07-22,9999-01-01,Senior Staff
477381,Yuping,Serdy,1953-01-30,1989-02-04,9999-01-01,Engineer
477389,Abdulah,Claffy,1952-03-07,1997-02-19,9999-01-01,Senior Staff
477399,Aruna,Falby,1954-03-20,1985-05-04,9999-01-01,Engineer
477402,Make,Francisci,1955-01-01,1995-01-07,9999-01-01,Senior Staff
477403,Becky,Cusworth,1953-10-28,1996-05-08,9999-01-01,Senior Staff
477415,Goh,Sommen,1954-09-04,1993-06-14,9999-01-01,Senior Staff
477419,Lijia,Ghandeharizadeh,1954-11-02,1996-09-17,9999-01-01,Staff
477428,Qunsheng,Hanratty,1954-10-04,1986-12-14,9999-01-01,Engineer
477434,Stein,Matzke,1953-09-27,1987-11-04,9999-01-01,Engineer
477438,Mana,Mitina,1954-10-17,1998-03-07,9999-01-01,Staff
477447,Falguni,Binkley,1954-03-11,2002-01-20,9999-01-01,Senior Staff
477457,Mang,Crelier,1953-10-27,1999-04-12,9999-01-01,Senior Engineer
477458,Shounak,Foong,1953-05-06,1996-08-10,9999-01-01,Assistant Engineer
477461,Kamran,Thiran,1952-12-24,1993-03-03,9999-01-01,Engineer
477463,Elvia,Lindqvist,1954-03-11,1992-08-20,9999-01-01,Senior Staff
477473,Flemming,Mikschl,1953-02-14,1986-02-19,9999-01-01,Engineer
477477,Bodh,Roohalamini,1953-02-15,2001-04-20,9999-01-01,Senior Staff
477484,Sedat,Templeman,1953-08-29,1992-12-21,9999-01-01,Senior Engineer
477494,Weidon,Pokrovskii,1952-10-13,1991-06-12,9999-01-01,Engineer
477505,Evgueni,Quadeer,1952-11-14,1992-05-19,9999-01-01,Senior Engineer
477510,Atreyi,Demizu,1952-05-02,1989-10-19,9999-01-01,Senior Staff
477520,Rance,Plump,1954-09-22,1998-12-10,9999-01-01,Staff
477522,Mohd,Jervis,1953-02-17,1991-04-21,9999-01-01,Senior Staff
477523,Patricio,Kavvadias,1953-09-27,1986-06-04,9999-01-01,Engineer
477527,Candido,Comyn,1952-05-11,1996-07-24,9999-01-01,Engineer
477534,Eckart,Assaf,1953-04-07,1995-02-17,9999-01-01,Engineer
477539,Dekang,Kranzdorf,1954-09-03,1991-10-16,9999-01-01,Senior Staff
477540,Chenyi,Hutter,1953-08-17,1988-02-12,9999-01-01,Senior Staff
477542,Itzchak,Ramsey,1954-12-26,2002-03-13,9999-01-01,Technique Leader
477544,Shem,Mawatari,1952-02-06,1996-07-02,9999-01-01,Senior Engineer
477552,Otmar,Demos,1954-08-27,1998-07-31,9999-01-01,Senior Staff
477553,Douadi,Assaf,1953-07-29,1993-10-11,9999-01-01,Senior Staff
477560,Mary,Keohane,1952-12-29,1990-06-11,9999-01-01,Engineer
477566,Anwar,Gelosh,1952-03-07,1993-10-28,9999-01-01,Staff
477571,Gal,Osgood,1952-06-19,1987-11-29,9999-01-01,Engineer
477577,Sungwon,Birch,1952-12-02,1990-07-26,9999-01-01,Engineer
477580,Nikolaos,Guerreiro,1954-09-23,1999-11-23,9999-01-01,Senior Staff
477591,Oksana,Reeken,1953-06-21,1997-05-08,9999-01-01,Senior Staff
477593,Xinglin,Garnier,1954-10-05,1991-05-21,9999-01-01,Engineer
477594,Aris,Yoshizawa,1954-04-22,1990-10-16,9999-01-01,Engineer
477595,Arto,Linares,1952-07-12,1995-04-09,9999-01-01,Senior Staff
477600,Basant,Schwaller,1953-11-21,1996-02-14,9999-01-01,Staff
477603,Bernt,Nyrup,1952-11-22,1999-11-10,9999-01-01,Staff
477604,Jeong,Standera,1954-09-14,1994-05-13,9999-01-01,Engineer
477618,Naftaly,Denna,1953-11-02,1996-05-11,9999-01-01,Senior Staff
477619,Lijia,Cangellaris,1953-08-04,1990-07-27,9999-01-01,Engineer
477622,Lakshmi,Hennings,1953-07-19,1995-10-28,9999-01-01,Staff
477624,Nikolaos,Demian,1952-08-21,1996-03-19,9999-01-01,Senior Staff
477634,Luerbio,Deyuan,1953-12-02,1989-11-12,9999-01-01,Engineer
477637,Elgin,Pelz,1954-07-12,1986-03-18,9999-01-01,Engineer
477639,Doowon,Cincotta,1954-07-31,1992-11-18,9999-01-01,Technique Leader
477647,Zsolt,Broder,1953-11-11,1996-06-22,9999-01-01,Staff
477651,Ayakannu,Cronan,1952-02-23,1999-10-17,9999-01-01,Senior Engineer
477652,Atreye,Koshino,1954-02-14,1990-05-31,9999-01-01,Technique Leader
477655,Serap,Oxenboll,1952-10-17,1988-04-30,9999-01-01,Senior Staff
477658,Giao,Bruckman,1954-12-13,1988-03-30,9999-01-01,Senior Engineer
477671,Mikhail,Segond,1954-04-08,1986-01-07,9999-01-01,Senior Engineer
477673,Mizuhito,Woycyznski,1954-12-15,1986-01-29,9999-01-01,Senior Staff
477682,Adil,Miyakawa,1954-12-17,1998-08-16,9999-01-01,Staff
477684,Taegyun,Rabehasaina,1953-09-14,1985-03-25,9999-01-01,Engineer
477695,Venkatesan,Attimonelli,1953-11-18,1990-03-02,9999-01-01,Engineer
477700,Huican,Roccetti,1952-12-20,1987-01-19,9999-01-01,Engineer
477701,Ayonca,Shumilov,1953-09-18,1993-06-13,9999-01-01,Engineer
477703,Gou,Yamaashi,1954-02-24,1996-12-07,9999-01-01,Staff
477706,Shigenori,McAlpine,1954-08-14,1998-12-18,9999-01-01,Staff
477707,Val,Itzigehl,1953-01-24,1995-07-18,9999-01-01,Staff
477720,Mantis,Gruenwald,1953-10-23,1990-07-07,9999-01-01,Senior Staff
477727,Zvonko,Choobineh,1953-06-06,1994-05-11,9999-01-01,Engineer
477732,Monique,Serra,1954-12-08,1996-06-15,9999-01-01,Technique Leader
477734,Vojin,Raney,1954-11-28,1985-09-26,9999-01-01,Engineer
477736,Toshimitsu,Yavatkar,1954-06-05,2000-06-20,9999-01-01,Technique Leader
477742,Odoardo,Garigliano,1952-08-16,1992-01-16,9999-01-01,Engineer
477747,Maha,Taubman,1953-06-14,1988-12-27,9999-01-01,Senior Staff
477748,Gilbert,Apsitis,1953-10-27,1995-12-17,9999-01-01,Engineer
477756,Pragnesh,Iivonen,1952-05-15,1998-10-17,9999-01-01,Senior Staff
477765,Arif,Bain,1952-11-18,1990-08-27,9999-01-01,Senior Staff
477778,Abdulah,Fadgyas,1952-12-30,1989-10-25,9999-01-01,Senior Staff
477779,Rafail,Glinert,1953-09-19,1996-04-26,9999-01-01,Senior Staff
477780,Phuoc,Czap,1952-04-19,1999-02-20,9999-01-01,Engineer
477781,Hidefumi,Mateescu,1953-02-07,1998-05-14,9999-01-01,Technique Leader
